PlanKey,MonthStartDate,RegionKey,ProductKey,PlanRevenue,PlanCost,PlanBookings
PL202505R01P006,2025-05-01,R01,P006,85517.90,22986.65,47.0
PL202505R01P007,2025-05-01,R01,P007,94516.06,29855.48,40.0
PL202505R01P008,2025-05-01,R01,P008,155094.86,54138.68,15.0
PL202505R02P001,2025-05-01,R02,P001,94885.91,39520.08,34.0
PL202505R02P002,2025-05-01,R02,P002,93536.27,42584.29,23.0
PL202505R02P003,2025-05-01,R02,P003,107821.26,42818.35,18.0
PL202505R02P004,2025-05-01,R02,P004,116097.98,39232.22,16.0
PL202505R02P005,2025-05-01,R02,P005,126290.08,40027.76,16.0
PL202505R02P006,2025-05-01,R02,P006,89944.16,25394.81,50.0
PL202505R02P007,2025-05-01,R02,P007,86534.47,26472.19,36.0
PL202505R02P008,2025-05-01,R02,P008,142334.49,52199.13,13.0
PL202505R03P001,2025-05-01,R03,P001,102176.38,43954.22,37.0
PL202505R03P002,2025-05-01,R03,P002,114640.92,52063.92,29.0
PL202505R03P003,2025-05-01,R03,P003,114259.05,46366.47,19.0
PL202505R03P004,2025-05-01,R03,P004,139454.65,47687.02,19.0
PL202505R03P005,2025-05-01,R03,P005,148683.63,47914.51,19.0
PL202505R03P006,2025-05-01,R03,P006,93367.98,27293.27,52.0
PL202505R03P007,2025-05-01,R03,P007,99968.26,31748.91,42.0
PL202505R03P008,2025-05-01,R03,P008,150050.75,52065.85,14.0
PL202505R04P001,2025-05-01,R04,P001,83808.83,34061.32,30.0
PL202505R04P002,2025-05-01,R04,P002,99763.53,43556.39,25.0
PL202505R04P003,2025-05-01,R04,P003,98560.98,39565.60,17.0
PL202505R04P004,2025-05-01,R04,P004,118431.57,39938.47,16.0
PL202505R04P005,2025-05-01,R04,P005,124824.08,40291.26,16.0
PL202505R04P006,2025-05-01,R04,P006,81424.88,23808.89,45.0
PL202505R04P007,2025-05-01,R04,P007,89387.62,27851.57,38.0
PL202505R04P008,2025-05-01,R04,P008,130685.99,48596.32,12.0
PL202505R05P001,2025-05-01,R05,P001,96223.33,40065.49,35.0
PL202505R05P002,2025-05-01,R05,P002,104378.68,45764.31,26.0
PL202505R05P003,2025-05-01,R05,P003,111442.59,42664.26,19.0
PL202505R05P004,2025-05-01,R05,P004,135344.04,47960.39,19.0
PL202505R05P005,2025-05-01,R05,P005,126080.83,41327.41,16.0
PL202505R05P006,2025-05-01,R05,P006,84863.38,25053.01,47.0
PL202505R05P007,2025-05-01,R05,P007,96518.32,30903.61,41.0
PL202505R05P008,2025-05-01,R05,P008,139446.19,51242.23,13.0
PL202505R06P001,2025-05-01,R06,P001,89831.57,36940.06,33.0
PL202505R06P002,2025-05-01,R06,P002,99625.48,43535.21,25.0
PL202505R06P003,2025-05-01,R06,P003,114964.16,43809.83,20.0
PL202505R06P004,2025-05-01,R06,P004,121233.14,40353.88,17.0
PL202505R06P005,2025-05-01,R06,P005,126922.09,42802.27,16.0
PL202505R06P006,2025-05-01,R06,P006,85709.43,23324.41,47.0
PL202505R06P007,2025-05-01,R06,P007,87582.96,28200.69,37.0
PL202505R06P008,2025-05-01,R06,P008,135247.56,48342.73,13.0
PL202506R01P001,2025-06-01,R01,P001,99444.82,41903.63,36.0
PL202506R01P002,2025-06-01,R01,P002,99781.10,44652.28,25.0
PL202506R01P003,2025-06-01,R01,P003,113979.36,44384.31,19.0
PL202506R01P004,2025-06-01,R01,P004,122831.22,42713.03,17.0
PL202506R01P005,2025-06-01,R01,P005,132754.08,42695.04,17.0
PL202506R01P006,2025-06-01,R01,P006,84277.32,22334.20,47.0
PL202506R01P007,2025-06-01,R01,P007,94287.17,28001.58,40.0
PL202506R01P008,2025-06-01,R01,P008,149039.84,54170.35,14.0
PL202506R02P001,2025-06-01,R02,P001,97942.83,41160.42,36.0
PL202506R02P002,2025-06-01,R02,P002,106567.04,49778.09,27.0
PL202506R02P003,2025-06-01,R02,P003,106566.38,40321.55,18.0
PL202506R02P004,2025-06-01,R02,P004,127464.22,43236.22,18.0
PL202506R02P005,2025-06-01,R02,P005,125090.76,42397.87,16.0
PL202506R02P006,2025-06-01,R02,P006,92477.30,26336.79,51.0
PL202506R02P007,2025-06-01,R02,P007,91211.91,29866.93,38.0
PL202506R02P008,2025-06-01,R02,P008,139852.35,52232.33,13.0
PL202506R03P001,2025-06-01,R03,P001,103029.23,42090.90,37.0
PL202506R03P002,2025-06-01,R03,P002,114664.88,51716.76,29.0
PL202506R03P003,2025-06-01,R03,P003,131044.94,51628.06,22.0
PL202506R03P004,2025-06-01,R03,P004,139049.76,47125.98,19.0
PL202506R03P005,2025-06-01,R03,P005,152338.45,52539.02,19.0
PL202506R03P006,2025-06-01,R03,P006,99864.78,28834.06,55.0
PL202506R03P007,2025-06-01,R03,P007,98644.37,32276.16,42.0
PL202506R03P008,2025-06-01,R03,P008,147859.70,53193.56,14.0
PL202506R04P001,2025-06-01,R04,P001,91001.80,39746.51,33.0
PL202506R04P002,2025-06-01,R04,P002,102065.55,45143.98,26.0
PL202506R04P003,2025-06-01,R04,P003,115615.59,46634.20,20.0
PL202506R04P004,2025-06-01,R04,P004,118166.35,38817.98,16.0
PL202506R04P005,2025-06-01,R04,P005,124677.40,42380.36,16.0
PL202506R04P006,2025-06-01,R04,P006,88336.84,25746.96,49.0
PL202506R04P007,2025-06-01,R04,P007,93949.79,28936.19,40.0
PL202506R04P008,2025-06-01,R04,P008,127868.03,48169.28,12.0
PL202506R05P001,2025-06-01,R05,P001,97476.09,40975.09,35.0
PL202506R05P002,2025-06-01,R05,P002,115148.59,51787.96,29.0
PL202506R05P003,2025-06-01,R05,P003,113246.29,44161.33,19.0
PL202506R05P004,2025-06-01,R05,P004,130856.12,45113.14,18.0
PL202506R05P005,2025-06-01,R05,P005,137953.30,46242.15,17.0
PL202506R05P006,2025-06-01,R05,P006,93193.22,27264.91,52.0
PL202506R05P007,2025-06-01,R05,P007,90521.95,28264.83,38.0
PL202506R05P008,2025-06-01,R05,P008,156714.69,57225.48,15.0
PL202506R06P001,2025-06-01,R06,P001,91190.75,37961.11,33.0
PL202506R06P002,2025-06-01,R06,P002,96854.38,42959.59,24.0
PL202506R06P003,2025-06-01,R06,P003,118648.31,46527.58,20.0
PL202506R06P004,2025-06-01,R06,P004,130713.22,45181.17,18.0
PL202506R06P005,2025-06-01,R06,P005,131995.03,43789.61,17.0
PL202506R06P006,2025-06-01,R06,P006,92938.97,25729.03,51.0
PL202506R06P007,2025-06-01,R06,P007,91032.18,27258.54,38.0
PL202506R06P008,2025-06-01,R06,P008,139016.77,51015.97,13.0
PL202507R01P001,2025-07-01,R01,P001,82043.88,34423.98,30.0
PL202507R01P002,2025-07-01,R01,P002,97109.95,42625.48,24.0
PL202507R01P003,2025-07-01,R01,P003,103628.22,38962.77,18.0
PL202507R01P004,2025-07-01,R01,P004,132682.46,46234.36,18.0
PL202507R01P005,2025-07-01,R01,P005,140366.54,48072.59,18.0
PL202507R01P006,2025-07-01,R01,P006,84037.99,22810.91,47.0
PL202507R01P007,2025-07-01,R01,P007,78544.33,24211.42,33.0
PL202507R01P008,2025-07-01,R01,P008,136564.27,49121.53,13.0
PL202507R02P001,2025-07-01,R02,P001,78331.86,33829.30,28.0
PL202507R02P002,2025-07-01,R02,P002,95201.05,43123.51,24.0
PL202507R02P003,2025-07-01,R02,P003,93473.31,38108.73,16.0
PL202507R02P004,2025-07-01,R02,P004,134526.92,44217.79,19.0
PL202507R02P005,2025-07-01,R02,P005,137676.54,45847.51,17.0
PL202507R02P006,2025-07-01,R02,P006,73661.31,21798.81,41.0
PL202507R02P007,2025-07-01,R02,P007,84214.66,26205.25,35.0
PL202507R02P008,2025-07-01,R02,P008,116646.31,43386.05,11.0
PL202507R03P001,2025-07-01,R03,P001,88402.91,38592.65,32.0
PL202507R03P002,2025-07-01,R03,P002,95016.16,43891.54,24.0
PL202507R03P003,2025-07-01,R03,P003,108017.93,42302.35,18.0
PL202507R03P004,2025-07-01,R03,P004,152137.07,52067.29,21.0
PL202507R03P005,2025-07-01,R03,P005,145679.88,48614.85,18.0
PL202507R03P006,2025-07-01,R03,P006,85341.75,23302.19,47.0
PL202507R03P007,2025-07-01,R03,P007,84705.98,25637.41,36.0
PL202507R03P008,2025-07-01,R03,P008,135962.18,51380.94,13.0
PL202507R04P001,2025-07-01,R04,P001,78199.49,32651.72,28.0
PL202507R04P002,2025-07-01,R04,P002,86137.71,37860.99,22.0
PL202507R04P003,2025-07-01,R04,P003,94022.86,35618.41,16.0
PL202507R04P004,2025-07-01,R04,P004,116628.71,38028.09,16.0
PL202507R04P005,2025-07-01,R04,P005,130725.04,42611.89,16.0
PL202507R04P006,2025-07-01,R04,P006,70486.11,19549.84,39.0
PL202507R04P007,2025-07-01,R04,P007,80713.22,24270.45,34.0
PL202507R04P008,2025-07-01,R04,P008,127756.46,45622.42,12.0
PL202507R05P001,2025-07-01,R05,P001,86245.54,35651.52,31.0
PL202507R05P002,2025-07-01,R05,P002,97436.52,43685.26,24.0
PL202507R05P003,2025-07-01,R05,P003,105457.00,40256.68,18.0
PL202507R05P004,2025-07-01,R05,P004,132750.76,46384.37,18.0
PL202507R05P005,2025-07-01,R05,P005,153270.18,48363.38,19.0
PL202507R05P006,2025-07-01,R05,P006,82132.54,22431.41,46.0
PL202507R05P007,2025-07-01,R05,P007,85105.92,25511.36,36.0
PL202507R05P008,2025-07-01,R05,P008,127767.76,44845.11,12.0
PL202507R06P001,2025-07-01,R06,P001,82449.62,34488.89,30.0
PL202507R06P002,2025-07-01,R06,P002,91154.10,39813.43,23.0
PL202507R06P003,2025-07-01,R06,P003,105953.37,43031.67,18.0
PL202507R06P004,2025-07-01,R06,P004,137790.86,48129.32,19.0
PL202507R06P005,2025-07-01,R06,P005,143088.16,49320.26,18.0
PL202507R06P006,2025-07-01,R06,P006,74537.26,22028.92,41.0
PL202507R06P007,2025-07-01,R06,P007,79267.03,25060.25,33.0
PL202507R06P008,2025-07-01,R06,P008,118424.35,42930.18,11.0
PL202508R01P001,2025-08-01,R01,P001,81284.20,33460.37,30.0
PL202508R01P002,2025-08-01,R01,P002,89167.52,38884.48,22.0
PL202508R01P003,2025-08-01,R01,P003,88764.43,35787.16,15.0
PL202508R01P004,2025-08-01,R01,P004,121613.26,41823.28,17.0
PL202508R01P005,2025-08-01,R01,P005,124663.47,40205.57,16.0
PL202508R01P006,2025-08-01,R01,P006,70263.02,18943.02,39.0
PL202508R01P007,2025-08-01,R01,P007,75275.23,23015.68,32.0
PL202508R01P008,2025-08-01,R01,P008,123712.46,46212.17,12.0
PL202508R02P001,2025-08-01,R02,P001,76560.03,32447.55,28.0
PL202508R02P002,2025-08-01,R02,P002,87422.21,40150.49,22.0
PL202508R02P003,2025-08-01,R02,P003,89941.76,34057.97,15.0
PL202508R02P004,2025-08-01,R02,P004,117414.93,41157.67,16.0
PL202508R02P005,2025-08-01,R02,P005,118544.31,37490.52,15.0
PL202508R02P006,2025-08-01,R02,P006,70671.65,19833.84,39.0
PL202508R02P007,2025-08-01,R02,P007,70837.39,22418.42,30.0
PL202508R02P008,2025-08-01,R02,P008,120204.04,43866.94,11.0
PL202508R03P001,2025-08-01,R03,P001,88581.07,36078.10,32.0
PL202508R03P002,2025-08-01,R03,P002,96133.54,44741.33,24.0
PL202508R03P003,2025-08-01,R03,P003,101121.48,39248.99,17.0
PL202508R03P004,2025-08-01,R03,P004,131819.03,47067.12,18.0
PL202508R03P005,2025-08-01,R03,P005,139797.69,45999.83,18.0
PL202508R03P006,2025-08-01,R03,P006,73901.82,21143.96,41.0
PL202508R03P007,2025-08-01,R03,P007,82229.77,25381.30,35.0
PL202508R03P008,2025-08-01,R03,P008,122551.46,45219.56,12.0
PL202508R04P001,2025-08-01,R04,P001,73956.03,31716.33,27.0
PL202508R04P002,2025-08-01,R04,P002,83817.66,37143.55,21.0
PL202508R04P003,2025-08-01,R04,P003,86773.38,34261.23,15.0
PL202508R04P004,2025-08-01,R04,P004,116467.74,41270.07,16.0
PL202508R04P005,2025-08-01,R04,P005,112739.27,37362.75,14.0
PL202508R04P006,2025-08-01,R04,P006,66859.39,17963.05,37.0
PL202508R04P007,2025-08-01,R04,P007,67993.81,21014.80,29.0
PL202508R04P008,2025-08-01,R04,P008,105382.88,38287.94,10.0
PL202508R05P001,2025-08-01,R05,P001,81609.22,35517.79,30.0
PL202508R05P002,2025-08-01,R05,P002,85311.09,37425.94,21.0
PL202508R05P003,2025-08-01,R05,P003,103817.05,41574.33,18.0
PL202508R05P004,2025-08-01,R05,P004,127303.42,42469.74,18.0
PL202508R05P005,2025-08-01,R05,P005,130663.57,43148.94,16.0
PL202508R05P006,2025-08-01,R05,P006,80154.14,23275.77,44.0
PL202508R05P007,2025-08-01,R05,P007,83889.04,26832.82,35.0
PL202508R05P008,2025-08-01,R05,P008,119716.57,42559.22,11.0
PL202508R06P001,2025-08-01,R06,P001,83235.79,35689.03,30.0
PL202508R06P002,2025-08-01,R06,P002,86396.94,38241.65,22.0
PL202508R06P003,2025-08-01,R06,P003,95414.61,36971.39,16.0
PL202508R06P004,2025-08-01,R06,P004,117652.56,39383.49,16.0
PL202508R06P005,2025-08-01,R06,P005,132616.54,46099.02,17.0
PL202508R06P006,2025-08-01,R06,P006,74934.73,19960.11,42.0
PL202508R06P007,2025-08-01,R06,P007,77363.68,23788.24,33.0
PL202508R06P008,2025-08-01,R06,P008,113981.87,42953.97,11.0
PL202509R01P001,2025-09-01,R01,P001,107418.40,46698.36,39.0
PL202509R01P002,2025-09-01,R01,P002,113078.94,49302.36,28.0
PL202509R01P003,2025-09-01,R01,P003,126674.72,51065.54,22.0
PL202509R01P004,2025-09-01,R01,P004,149311.67,49800.30,21.0
PL202509R01P005,2025-09-01,R01,P005,169240.08,55353.74,21.0
PL202509R01P006,2025-09-01,R01,P006,98476.00,29021.79,55.0
PL202509R01P007,2025-09-01,R01,P007,97416.67,30348.56,41.0
PL202509R01P008,2025-09-01,R01,P008,160794.92,59446.06,15.0
PL202509R02P001,2025-09-01,R02,P001,91816.30,38425.90,33.0
PL202509R02P002,2025-09-01,R02,P002,103011.64,47807.12,26.0
PL202509R02P003,2025-09-01,R02,P003,111177.98,42646.78,19.0
PL202509R02P004,2025-09-01,R02,P004,149604.63,50361.81,21.0
PL202509R02P005,2025-09-01,R02,P005,152458.57,52279.73,19.0
PL202509R02P006,2025-09-01,R02,P006,84115.39,23482.39,47.0
PL202509R02P007,2025-09-01,R02,P007,97925.51,29852.86,41.0
PL202509R02P008,2025-09-01,R02,P008,153176.99,53186.58,14.0
PL202509R03P001,2025-09-01,R03,P001,108798.05,46439.24,39.0
PL202509R03P002,2025-09-01,R03,P002,110512.46,50556.09,28.0
PL202509R03P003,2025-09-01,R03,P003,123664.93,48570.88,21.0
PL202509R03P004,2025-09-01,R03,P004,170676.36,57000.97,24.0
PL202509R03P005,2025-09-01,R03,P005,178998.60,61069.26,22.0
PL202509R03P006,2025-09-01,R03,P006,105133.02,28117.67,58.0
PL202509R03P007,2025-09-01,R03,P007,106453.79,33778.89,45.0
PL202509R03P008,2025-09-01,R03,P008,170013.70,61997.75,16.0
PL202509R04P001,2025-09-01,R04,P001,88453.13,37276.19,32.0
PL202509R04P002,2025-09-01,R04,P002,107028.79,48716.30,27.0
PL202509R04P003,2025-09-01,R04,P003,115533.86,45571.44,20.0
PL202509R04P004,2025-09-01,R04,P004,144518.03,48201.09,20.0
PL202509R04P005,2025-09-01,R04,P005,149339.21,47253.63,19.0
PL202509R04P006,2025-09-01,R04,P006,81557.00,21683.06,45.0
PL202509R04P007,2025-09-01,R04,P007,92329.17,29751.22,39.0
PL202509R04P008,2025-09-01,R04,P008,141113.81,52980.53,13.0
PL202509R05P001,2025-09-01,R05,P001,102425.89,41857.86,37.0
PL202509R05P002,2025-09-01,R05,P002,111861.70,48781.48,28.0
PL202509R05P003,2025-09-01,R05,P003,116030.45,45451.84,20.0
PL202509R05P004,2025-09-01,R05,P004,149960.98,53484.03,21.0
PL202509R05P005,2025-09-01,R05,P005,165243.94,54339.19,21.0
PL202509R05P006,2025-09-01,R05,P006,97336.40,28682.32,54.0
PL202509R05P007,2025-09-01,R05,P007,98957.03,30234.45,42.0
PL202509R05P008,2025-09-01,R05,P008,155003.71,54787.71,15.0
PL202509R06P001,2025-09-01,R06,P001,95788.16,40304.99,35.0
PL202509R06P002,2025-09-01,R06,P002,107745.22,49246.83,27.0
PL202509R06P003,2025-09-01,R06,P003,112723.75,43377.84,19.0
PL202509R06P004,2025-09-01,R06,P004,155667.62,52986.47,22.0
PL202509R06P005,2025-09-01,R06,P005,160746.69,52878.90,20.0
PL202509R06P006,2025-09-01,R06,P006,88264.92,25056.85,49.0
PL202509R06P007,2025-09-01,R06,P007,90843.58,28098.14,38.0
PL202509R06P008,2025-09-01,R06,P008,153499.75,53579.90,14.0
PL202510R01P001,2025-10-01,R01,P001,114235.98,48825.07,41.0
PL202510R01P002,2025-10-01,R01,P002,117225.09,54270.13,29.0
PL202510R01P003,2025-10-01,R01,P003,125787.53,48980.61,21.0
PL202510R01P004,2025-10-01,R01,P004,162786.34,57415.47,23.0
PL202510R01P005,2025-10-01,R01,P005,172291.16,57142.58,22.0
PL202510R01P006,2025-10-01,R01,P006,100650.74,29868.31,56.0
PL202510R01P007,2025-10-01,R01,P007,102817.27,31251.45,43.0
PL202510R01P008,2025-10-01,R01,P008,163936.44,60767.35,15.0
PL202510R02P001,2025-10-01,R02,P001,101624.48,43155.06,37.0
PL202510R02P002,2025-10-01,R02,P002,105944.59,47736.32,27.0
PL202510R02P003,2025-10-01,R02,P003,124115.98,46945.56,21.0
PL202510R02P004,2025-10-01,R02,P004,160320.90,55659.82,22.0
PL202510R02P005,2025-10-01,R02,P005,174388.31,56292.20,22.0
PL202510R02P006,2025-10-01,R02,P006,89315.05,26535.23,49.0
PL202510R02P007,2025-10-01,R02,P007,93296.50,27577.28,39.0
PL202510R02P008,2025-10-01,R02,P008,158511.65,57257.65,15.0
PL202510R03P001,2025-10-01,R03,P001,116164.72,50012.72,42.0
PL202510R03P002,2025-10-01,R03,P002,122786.36,55392.29,31.0
PL202510R03P003,2025-10-01,R03,P003,132992.32,52125.60,23.0
PL202510R03P004,2025-10-01,R03,P004,187098.48,62523.48,26.0
PL202510R03P005,2025-10-01,R03,P005,178350.96,60318.58,22.0
PL202510R03P006,2025-10-01,R03,P006,105709.94,30472.84,59.0
PL202510R03P007,2025-10-01,R03,P007,103002.82,32238.37,43.0
PL202510R03P008,2025-10-01,R03,P008,180398.24,63377.85,17.0
PL202510R04P001,2025-10-01,R04,P001,105018.97,43514.11,38.0
PL202510R04P002,2025-10-01,R04,P002,111535.27,51105.94,28.0
PL202510R04P003,2025-10-01,R04,P003,114631.31,44190.34,19.0
PL202510R04P004,2025-10-01,R04,P004,153904.26,51318.74,21.0
PL202510R04P005,2025-10-01,R04,P005,171055.79,54356.17,21.0
PL202510R04P006,2025-10-01,R04,P006,94812.64,27576.54,53.0
PL202510R04P007,2025-10-01,R04,P007,91592.83,29489.39,39.0
PL202510R04P008,2025-10-01,R04,P008,155717.23,57097.48,15.0
PL202510R05P001,2025-10-01,R05,P001,106652.84,44861.19,39.0
PL202510R05P002,2025-10-01,R05,P002,124375.72,57589.77,31.0
PL202510R05P003,2025-10-01,R05,P003,123360.70,47885.52,21.0
PL202510R05P004,2025-10-01,R05,P004,176400.88,61961.32,24.0
PL202510R05P005,2025-10-01,R05,P005,167722.52,55037.75,21.0
PL202510R05P006,2025-10-01,R05,P006,95478.64,27719.95,53.0
PL202510R05P007,2025-10-01,R05,P007,110375.44,34173.05,46.0
PL202510R05P008,2025-10-01,R05,P008,160489.74,55539.04,15.0
PL202510R06P001,2025-10-01,R06,P001,101188.64,41931.47,37.0
PL202510R06P002,2025-10-01,R06,P002,104683.68,46518.88,26.0
PL202510R06P003,2025-10-01,R06,P003,116027.61,45103.89,20.0
PL202510R06P004,2025-10-01,R06,P004,169079.62,58521.11,23.0
PL202510R06P005,2025-10-01,R06,P005,175968.85,56303.99,22.0
PL202510R06P006,2025-10-01,R06,P006,101322.77,27037.04,56.0
PL202510R06P007,2025-10-01,R06,P007,102281.73,33528.48,43.0
PL202510R06P008,2025-10-01,R06,P008,161869.82,60596.38,15.0
PL202511R01P001,2025-11-01,R01,P001,108837.11,46932.41,40.0
PL202511R01P002,2025-11-01,R01,P002,122448.93,55968.86,31.0
PL202511R01P003,2025-11-01,R01,P003,126002.27,47875.30,21.0
PL202511R01P004,2025-11-01,R01,P004,174470.76,58035.12,24.0
PL202511R01P005,2025-11-01,R01,P005,191276.77,60954.23,24.0
PL202511R01P006,2025-11-01,R01,P006,105737.68,29972.66,59.0
PL202511R01P007,2025-11-01,R01,P007,104113.48,30738.23,44.0
PL202511R01P008,2025-11-01,R01,P008,183972.06,68803.60,17.0
PL202511R02P001,2025-11-01,R02,P001,112403.28,48636.95,41.0
PL202511R02P002,2025-11-01,R02,P002,123902.80,53968.61,31.0
PL202511R02P003,2025-11-01,R02,P003,125800.47,48698.34,21.0
PL202511R02P004,2025-11-01,R02,P004,180205.12,62934.50,25.0
PL202511R02P005,2025-11-01,R02,P005,182902.69,62560.92,23.0
PL202511R02P006,2025-11-01,R02,P006,98974.50,28570.71,55.0
PL202511R02P007,2025-11-01,R02,P007,102037.07,32160.79,43.0
PL202511R02P008,2025-11-01,R02,P008,169430.77,60600.41,16.0
PL202511R03P001,2025-11-01,R03,P001,116365.37,48185.65,42.0
PL202511R03P002,2025-11-01,R03,P002,124002.71,55897.09,31.0
PL202511R03P003,2025-11-01,R03,P003,149481.31,58070.04,25.0
PL202511R03P004,2025-11-01,R03,P004,182393.53,60802.93,25.0
PL202511R03P005,2025-11-01,R03,P005,199605.04,69155.80,25.0
PL202511R03P006,2025-11-01,R03,P006,113374.65,32714.31,63.0
PL202511R03P007,2025-11-01,R03,P007,111007.66,33379.56,47.0
PL202511R03P008,2025-11-01,R03,P008,181741.26,67334.72,17.0
PL202511R04P001,2025-11-01,R04,P001,107735.03,46574.91,39.0
PL202511R04P002,2025-11-01,R04,P002,114059.49,53149.86,29.0
PL202511R04P003,2025-11-01,R04,P003,132203.80,53361.38,22.0
PL202511R04P004,2025-11-01,R04,P004,173408.84,56533.85,24.0
PL202511R04P005,2025-11-01,R04,P005,180832.07,62557.08,23.0
PL202511R04P006,2025-11-01,R04,P006,103110.86,28529.43,57.0
PL202511R04P007,2025-11-01,R04,P007,98291.40,29018.64,41.0
PL202511R04P008,2025-11-01,R04,P008,149841.86,54860.61,14.0
PL202511R05P001,2025-11-01,R05,P001,119912.76,51373.25,44.0
PL202511R05P002,2025-11-01,R05,P002,132109.51,57716.74,33.0
PL202511R05P003,2025-11-01,R05,P003,144854.98,55646.92,25.0
PL202511R05P004,2025-11-01,R05,P004,180469.20,62999.74,25.0
PL202511R05P005,2025-11-01,R05,P005,201256.09,65519.30,25.0
PL202511R05P006,2025-11-01,R05,P006,105917.27,31106.72,59.0
PL202511R05P007,2025-11-01,R05,P007,114989.34,35975.65,48.0
PL202511R05P008,2025-11-01,R05,P008,182324.24,66777.46,17.0
PL202511R06P001,2025-11-01,R06,P001,116593.82,47320.55,42.0
PL202511R06P002,2025-11-01,R06,P002,125492.56,56724.08,31.0
PL202511R06P003,2025-11-01,R06,P003,135669.01,51066.60,23.0
PL202511R06P004,2025-11-01,R06,P004,174335.82,57484.26,24.0
PL202511R06P005,2025-11-01,R06,P005,183861.77,61899.41,23.0
PL202511R06P006,2025-11-01,R06,P006,102726.98,27514.81,57.0
PL202511R06P007,2025-11-01,R06,P007,109690.63,35247.09,46.0
PL202511R06P008,2025-11-01,R06,P008,156906.89,58612.42,15.0
PL202512R01P001,2025-12-01,R01,P001,100264.68,43882.45,36.0
PL202512R01P002,2025-12-01,R01,P002,104389.81,47607.97,26.0
PL202512R01P003,2025-12-01,R01,P003,112408.06,43796.89,19.0
PL202512R01P004,2025-12-01,R01,P004,151196.63,49271.34,21.0
PL202512R01P005,2025-12-01,R01,P005,145725.00,48807.77,18.0
PL202512R01P006,2025-12-01,R01,P006,91625.44,25180.57,51.0
PL202512R01P007,2025-12-01,R01,P007,96287.80,28782.55,41.0
PL202512R01P008,2025-12-01,R01,P008,150549.05,52113.34,14.0
PL202512R02P001,2025-12-01,R02,P001,91159.87,38187.71,33.0
PL202512R02P002,2025-12-01,R02,P002,94041.31,43593.67,24.0
PL202512R02P003,2025-12-01,R02,P003,103953.75,39667.68,18.0
PL202512R02P004,2025-12-01,R02,P004,137704.36,45376.44,19.0
PL202512R02P005,2025-12-01,R02,P005,154644.42,52265.46,19.0
PL202512R02P006,2025-12-01,R02,P006,81807.54,23729.14,45.0
PL202512R02P007,2025-12-01,R02,P007,85933.30,27687.57,36.0
PL202512R02P008,2025-12-01,R02,P008,125286.13,47101.88,12.0
PL202512R03P001,2025-12-01,R03,P001,99091.55,43140.33,36.0
PL202512R03P002,2025-12-01,R03,P002,114898.64,52574.71,29.0
PL202512R03P003,2025-12-01,R03,P003,122824.50,49686.85,21.0
PL202512R03P004,2025-12-01,R03,P004,151130.79,53323.00,21.0
PL202512R03P005,2025-12-01,R03,P005,152729.35,48826.15,19.0
PL202512R03P006,2025-12-01,R03,P006,88276.25,24279.47,49.0
PL202512R03P007,2025-12-01,R03,P007,93593.23,29557.70,39.0
PL202512R03P008,2025-12-01,R03,P008,142887.51,50164.21,13.0
PL202512R04P001,2025-12-01,R04,P001,86122.01,35597.81,31.0
PL202512R04P002,2025-12-01,R04,P002,100012.10,45742.19,25.0
PL202512R04P003,2025-12-01,R04,P003,99518.30,38856.74,17.0
PL202512R04P004,2025-12-01,R04,P004,126373.40,44689.43,18.0
PL202512R04P005,2025-12-01,R04,P005,134043.68,46622.73,17.0
PL202512R04P006,2025-12-01,R04,P006,84806.84,22538.57,47.0
PL202512R04P007,2025-12-01,R04,P007,78895.48,23285.87,33.0
PL202512R04P008,2025-12-01,R04,P008,128368.78,48097.96,12.0
PL202512R05P001,2025-12-01,R05,P001,100537.39,41554.01,36.0
PL202512R05P002,2025-12-01,R05,P002,97290.36,44829.19,24.0
PL202512R05P003,2025-12-01,R05,P003,118362.27,44796.22,20.0
PL202512R05P004,2025-12-01,R05,P004,149202.96,49804.50,21.0
PL202512R05P005,2025-12-01,R05,P005,148938.86,51282.25,19.0
PL202512R05P006,2025-12-01,R05,P006,86720.17,24654.42,48.0
PL202512R05P007,2025-12-01,R05,P007,95882.12,29744.83,40.0
PL202512R05P008,2025-12-01,R05,P008,149324.29,51917.99,14.0
PL202512R06P001,2025-12-01,R06,P001,96126.76,41890.85,35.0
PL202512R06P002,2025-12-01,R06,P002,101038.12,44678.96,25.0
PL202512R06P003,2025-12-01,R06,P003,113539.91,46060.50,19.0
PL202512R06P004,2025-12-01,R06,P004,138613.46,48638.39,19.0
PL202512R06P005,2025-12-01,R06,P005,145290.70,46306.11,18.0
PL202512R06P006,2025-12-01,R06,P006,90613.93,24230.79,50.0
PL202512R06P007,2025-12-01,R06,P007,94449.99,30883.81,40.0
PL202512R06P008,2025-12-01,R06,P008,133083.35,47558.96,13.0
PL202601R01P001,2026-01-01,R01,P001,67153.73,29237.63,24.0
PL202601R01P002,2026-01-01,R01,P002,72830.10,33950.00,18.0
PL202601R01P003,2026-01-01,R01,P003,85199.31,33431.56,14.0
PL202601R01P004,2026-01-01,R01,P004,110143.07,38037.88,15.0
PL202601R01P005,2026-01-01,R01,P005,119362.97,40690.86,15.0
PL202601R01P006,2026-01-01,R01,P006,69362.91,19990.61,38.0
PL202601R01P007,2026-01-01,R01,P007,72618.09,21628.76,31.0
PL202601R01P008,2026-01-01,R01,P008,119549.88,44660.92,11.0
