OpportunityKey,CampaignKey,CreatedDate,ExpectedCloseDate,CustomerKey,SalesRepKey,RegionKey,PrimaryProductKey,SalesStage,StageProbability,OpportunityAmount,WeightedPipeline,LostReason,NextStepMissing
OP00461,CA00461,2024-05-07,2024-07-22,C010,S002,R02,P008,Proposal,0.5500,105026.63,57764.65,,False
OP00462,CA00462,2024-06-19,2024-07-27,C023,S001,R01,P002,Closed Won,1.0000,32578.76,32578.76,,False
OP00463,CA00463,2024-05-30,2024-08-10,C028,S002,R02,P005,Prospecting,0.1500,324598.80,48689.82,,False
OP00464,CA00464,2024-05-25,2024-07-31,C028,S010,R04,P003,Closed Won,1.0000,1284.28,1284.28,,False
OP00465,CA00465,2024-07-12,2024-08-29,C013,S009,R03,P008,Qualified,0.3000,342989.20,102896.76,,False
OP00466,CA00466,2024-06-14,2024-09-06,C013,S008,R02,P001,Proposal,0.5500,46396.51,25518.08,,False
OP00467,CA00467,2024-07-05,2024-08-13,C007,S008,R02,P006,Qualified,0.3000,67792.15,20337.65,,False
OP00468,CA00468,2024-08-03,2024-09-24,C029,S005,R05,P002,Closed Won,1.0000,348376.89,348376.89,,False
OP00469,CA00469,2024-09-04,2024-09-20,C024,S004,R04,P005,Negotiation,0.7200,111640.15,80380.91,,False
OP00470,CA00470,2024-07-02,2024-09-13,C018,S009,R03,P007,Negotiation,0.7200,34121.47,24567.46,,False
OP00471,CA00471,2024-05-31,2024-08-27,C002,S004,R04,P005,Proposal,0.5500,429359.36,236147.65,,True
OP00472,CA00472,2024-07-14,2024-08-23,C006,S011,R05,P007,Negotiation,0.7200,20447.73,14722.37,,False
OP00473,CA00473,2024-06-11,2024-08-24,C026,S005,R05,P001,Proposal,0.5500,123590.87,67974.98,,False
OP00474,CA00474,2024-07-26,2024-08-16,C020,S008,R02,P007,Proposal,0.5500,26470.68,14558.87,,False
OP00475,CA00475,2024-07-15,2024-08-19,C019,S007,R01,P006,Closed Lost,0.0000,71244.80,0.00,Price,True
OP00476,CA00476,2024-05-31,2024-08-24,C028,S010,R04,P007,Qualified,0.3000,124945.52,37483.66,,False
OP00477,CA00477,2024-08-10,2024-09-07,C027,S010,R04,P004,Prospecting,0.1500,78919.15,11837.87,,False
OP00478,CA00478,2024-08-01,2024-09-18,C028,S009,R03,P001,Prospecting,0.1500,267925.89,40188.88,,False
OP00479,CA00479,2024-08-27,2024-09-12,C022,S009,R03,P002,Negotiation,0.7200,6463.02,4653.38,,True
OP00480,CA00480,2024-08-07,2024-09-11,C019,S009,R03,P007,Prospecting,0.1500,30839.95,4625.99,,False
OP00481,CA00481,2024-06-02,2024-08-19,C022,S001,R01,P003,Negotiation,0.7200,168332.96,121199.73,,False
OP00482,CA00482,2024-08-03,2024-08-19,C013,S009,R03,P004,Proposal,0.5500,58322.20,32077.21,,False
OP00483,CA00483,2024-08-01,2024-09-13,C010,S010,R04,P005,Closed Won,1.0000,446955.32,446955.32,,False
OP00484,CA00484,2024-07-12,2024-09-07,C020,S010,R04,P007,Closed Won,1.0000,67173.22,67173.22,,True
OP00485,CA00485,2024-07-25,2024-08-28,C020,S010,R04,P008,Qualified,0.3000,454411.49,136323.45,,False
OP00486,CA00486,2024-06-06,2024-09-01,C027,S004,R04,P008,Closed Lost,0.0000,262679.78,0.00,Price,False
OP00487,CA00487,2024-06-16,2024-08-20,C026,S008,R02,P007,Qualified,0.3000,10602.36,3180.71,,False
OP00488,CA00488,2024-08-26,2024-09-16,C020,S006,R06,P008,Proposal,0.5500,209750.52,115362.79,,False
OP00489,CA00489,2024-06-01,2024-08-29,C008,S001,R01,P006,Prospecting,0.1500,69762.14,10464.32,,True
OP00490,CA00490,2024-06-28,2024-09-04,C007,S002,R02,P006,Proposal,0.5500,66116.09,36363.85,,False
OP00491,CA00491,2024-08-19,2024-09-19,C012,S005,R05,P003,Closed Lost,0.0000,65281.90,0.00,Budget Frozen,False
OP00492,CA00492,2024-07-01,2024-09-11,C017,S002,R02,P001,Proposal,0.5500,18840.33,10362.18,,False
OP00493,CA00493,2024-08-02,2024-09-10,C014,S007,R01,P008,Qualified,0.3000,82582.19,24774.66,,False
OP00494,CA00494,2024-08-21,2024-09-17,C006,S011,R05,P005,Qualified,0.3000,120201.82,36060.55,,False
OP00495,CA00495,2024-07-18,2024-09-01,C014,S001,R01,P008,Negotiation,0.7200,555188.07,399735.41,,False
OP00496,CA00496,2024-05-31,2024-08-15,C016,S005,R05,P008,Proposal,0.5500,83568.90,45962.90,,False
OP00497,CA00497,2024-07-21,2024-08-21,C020,S002,R02,P006,Qualified,0.3000,18336.28,5500.88,,False
OP00498,CA00498,2024-08-20,2024-09-11,C007,S004,R04,P006,Closed Lost,0.0000,53077.00,0.00,Competitor,False
OP00499,CA00499,2024-07-01,2024-09-06,C021,S003,R03,P008,Negotiation,0.7200,155206.03,111748.34,,False
OP00500,CA00500,2024-07-31,2024-08-31,C023,S006,R06,P006,Qualified,0.3000,38499.50,11549.85,,False
OP00501,CA00501,2024-06-15,2024-09-03,C001,S002,R02,P001,Prospecting,0.1500,51825.90,7773.89,,False
OP00502,CA00502,2024-06-29,2024-08-22,C015,S009,R03,P003,Qualified,0.3000,223155.34,66946.60,,False
OP00503,CA00503,2024-06-03,2024-08-19,C015,S004,R04,P008,Closed Lost,0.0000,286295.38,0.00,Competitor,False
OP00504,CA00504,2024-06-28,2024-09-04,C025,S007,R01,P008,Closed Lost,0.0000,666070.81,0.00,Budget Frozen,False
OP00505,CA00505,2024-07-30,2024-08-15,C015,S006,R06,P007,Closed Won,1.0000,10378.21,10378.21,,False
OP00506,CA00506,2024-06-01,2024-08-23,C008,S001,R01,P007,Qualified,0.3000,40713.32,12214.00,,False
OP00507,CA00507,2024-07-04,2024-09-12,C012,S007,R01,P006,Closed Won,1.0000,688766.57,688766.57,,False
OP00508,CA00508,2024-06-04,2024-08-21,C007,S005,R05,P003,Qualified,0.3000,94543.34,28363.00,,False
OP00509,CA00509,2024-08-10,2024-08-30,C003,S006,R06,P003,Negotiation,0.7200,107308.43,77262.07,,False
OP00510,CA00510,2024-06-11,2024-08-18,C022,S004,R04,P007,Closed Lost,0.0000,62190.83,0.00,Price,False
OP00511,CA00511,2024-07-29,2024-09-17,C007,S007,R01,P002,Prospecting,0.1500,64730.77,9709.62,,False
OP00512,CA00512,2024-07-05,2024-09-22,C030,S004,R04,P002,Closed Lost,0.0000,46879.25,0.00,Budget Frozen,False
OP00513,CA00513,2024-06-06,2024-08-18,C009,S009,R03,P005,Negotiation,0.7200,709254.93,510663.55,,False
OP00514,CA00514,2024-08-10,2024-09-24,C022,S003,R03,P008,Closed Won,1.0000,367037.70,367037.70,,False
OP00515,CA00515,2024-07-05,2024-08-24,C001,S005,R05,P008,Proposal,0.5500,540095.91,297052.75,,False
OP00516,CA00516,2024-07-07,2024-09-11,C017,S004,R04,P004,Closed Won,1.0000,411972.62,411972.62,,False
OP00517,CA00517,2024-06-13,2024-08-24,C012,S004,R04,P004,Proposal,0.5500,66578.49,36618.17,,False
OP00518,CA00518,2024-08-05,2024-09-01,C001,S003,R03,P001,Prospecting,0.1500,895.99,134.40,,False
OP00519,CA00519,2024-08-15,2024-09-11,C015,S011,R05,P005,Proposal,0.5500,258394.16,142116.79,,True
OP00520,CA00520,2024-06-03,2024-08-23,C002,S009,R03,P002,Closed Lost,0.0000,123428.27,0.00,Competitor,False
OP00521,CA00521,2024-08-15,2024-09-03,C019,S009,R03,P002,Closed Won,1.0000,122349.83,122349.83,,True
OP00522,CA00522,2024-08-13,2024-09-26,C027,S001,R01,P005,Qualified,0.3000,204463.24,61338.97,,False
OP00523,CA00523,2024-08-12,2024-08-31,C012,S005,R05,P003,Qualified,0.3000,167500.56,50250.17,,False
OP00524,CA00524,2024-07-03,2024-09-18,C014,S002,R02,P008,Closed Won,1.0000,480344.88,480344.88,,False
OP00525,CA00525,2024-07-25,2024-08-13,C014,S004,R04,P008,Closed Lost,0.0000,528739.14,0.00,Price,True
OP00526,CA00526,2024-07-10,2024-09-08,C024,S003,R03,P007,Proposal,0.5500,46891.10,25790.10,,True
OP00527,CA00527,2024-08-15,2024-09-19,C006,S008,R02,P003,Qualified,0.3000,154639.12,46391.74,,False
OP00528,CA00528,2024-06-01,2024-08-26,C001,S007,R01,P006,Prospecting,0.1500,407285.90,61092.89,,False
OP00529,CA00529,2024-05-27,2024-08-15,C006,S008,R02,P004,Qualified,0.3000,87658.99,26297.70,,False
OP00530,CA00530,2024-08-05,2024-09-13,C007,S003,R03,P003,Closed Won,1.0000,469548.15,469548.15,,False
OP00531,CA00531,2024-05-27,2024-08-23,C029,S003,R03,P004,Closed Lost,0.0000,148490.36,0.00,Timing,False
OP00532,CA00532,2024-08-01,2024-08-26,C027,S011,R05,P001,Prospecting,0.1500,19019.06,2852.86,,False
OP00533,CA00533,2024-06-27,2024-09-01,C010,S006,R06,P007,Proposal,0.5500,403072.39,221689.82,,False
OP00534,CA00534,2024-08-12,2024-09-04,C019,S011,R05,P001,Prospecting,0.1500,14757.93,2213.69,,False
OP00535,CA00535,2024-06-22,2024-09-20,C007,S004,R04,P006,Qualified,0.3000,303709.00,91112.70,,False
OP00536,CA00536,2024-08-17,2024-09-30,C004,S012,R06,P007,Closed Won,1.0000,48158.11,48158.11,,False
OP00537,CA00537,2024-07-13,2024-09-29,C014,S011,R05,P008,Proposal,0.5500,649670.83,357318.96,,False
OP00538,CA00538,2024-08-05,2024-10-10,C029,S003,R03,P007,Proposal,0.5500,26298.01,14463.91,,False
OP00539,CA00539,2024-08-23,2024-10-05,C029,S001,R01,P004,Qualified,0.3000,309010.91,92703.27,,False
OP00540,CA00540,2024-09-22,2024-10-07,C030,S011,R05,P007,Proposal,0.5500,400539.63,220296.80,,False
OP00541,CA00541,2024-07-12,2024-10-05,C023,S001,R01,P003,Closed Lost,0.0000,508456.26,0.00,Timing,False
OP00542,CA00542,2024-08-15,2024-10-19,C008,S005,R05,P001,Prospecting,0.1500,11079.71,1661.96,,False
OP00543,CA00543,2024-09-20,2024-10-17,C027,S009,R03,P008,Closed Won,1.0000,93493.91,93493.91,,False
OP00544,CA00544,2024-08-22,2024-09-21,C014,S005,R05,P007,Proposal,0.5500,258344.19,142089.30,,False
OP00545,CA00545,2024-07-30,2024-09-20,C001,S010,R04,P006,Proposal,0.5500,19300.38,10615.21,,False
OP00546,CA00546,2024-07-29,2024-09-30,C022,S009,R03,P001,Qualified,0.3000,56652.40,16995.72,,False
OP00547,CA00547,2024-09-09,2024-09-25,C021,S005,R05,P001,Closed Won,1.0000,382921.35,382921.35,,False
OP00548,CA00548,2024-08-17,2024-10-07,C014,S005,R05,P003,Closed Lost,0.0000,298052.13,0.00,Price,False
OP00549,CA00549,2024-09-03,2024-09-23,C011,S009,R03,P001,Proposal,0.5500,72991.85,40145.52,,False
OP00550,CA00550,2024-07-01,2024-09-23,C009,S005,R05,P004,Prospecting,0.1500,633660.47,95049.07,,False
OP00551,CA00551,2024-07-24,2024-09-20,C014,S010,R04,P008,Negotiation,0.7200,255085.90,183661.85,,False
OP00552,CA00552,2024-08-19,2024-09-28,C021,S006,R06,P007,Closed Won,1.0000,291547.26,291547.26,,False
OP00553,CA00553,2024-08-28,2024-09-29,C008,S007,R01,P001,Qualified,0.3000,13046.27,3913.88,,False
OP00554,CA00554,2024-07-18,2024-10-03,C018,S004,R04,P006,Prospecting,0.1500,2249.92,337.49,,False
OP00555,CA00555,2024-08-04,2024-09-18,C001,S005,R05,P001,Negotiation,0.7200,72569.09,52249.74,,False
OP00556,CA00556,2024-06-17,2024-09-12,C012,S006,R06,P002,Closed Lost,0.0000,290444.68,0.00,Timing,True
OP00557,CA00557,2024-08-01,2024-10-02,C016,S011,R05,P007,Qualified,0.3000,83754.93,25126.48,,False
OP00558,CA00558,2024-09-03,2024-10-17,C021,S012,R06,P004,Closed Won,1.0000,205152.61,205152.61,,False
OP00559,CA00559,2024-08-20,2024-09-26,C016,S011,R05,P006,Negotiation,0.7200,81270.23,58514.56,,False
OP00560,CA00560,2024-08-01,2024-09-23,C010,S011,R05,P006,Qualified,0.3000,20640.95,6192.28,,False
OP00561,CA00561,2024-07-23,2024-10-18,C011,S002,R02,P008,Prospecting,0.1500,269367.51,40405.13,,False
OP00562,CA00562,2024-07-09,2024-09-23,C014,S005,R05,P005,Prospecting,0.1500,63228.01,9484.20,,True
OP00563,CA00563,2024-09-05,2024-09-26,C028,S007,R01,P004,Qualified,0.3000,233483.89,70045.17,,True
OP00564,CA00564,2024-08-12,2024-10-02,C009,S011,R05,P005,Closed Lost,0.0000,98179.38,0.00,Competitor,False
OP00565,CA00565,2024-09-08,2024-10-14,C021,S011,R05,P002,Negotiation,0.7200,161194.01,116059.69,,False
OP00566,CA00566,2024-07-11,2024-10-05,C007,S002,R02,P007,Proposal,0.5500,55914.50,30752.98,,False
OP00567,CA00567,2024-08-24,2024-09-12,C006,S009,R03,P005,Closed Won,1.0000,160790.36,160790.36,,False
OP00568,CA00568,2024-07-06,2024-09-14,C024,S010,R04,P002,Qualified,0.3000,330391.36,99117.41,,False
OP00569,CA00569,2024-07-23,2024-10-19,C028,S010,R04,P008,Prospecting,0.1500,229945.97,34491.90,,False
OP00570,CA00570,2024-07-03,2024-09-15,C002,S007,R01,P004,Proposal,0.5500,143696.22,79032.92,,False
OP00571,CA00571,2024-07-15,2024-10-12,C007,S007,R01,P007,Qualified,0.3000,72454.37,21736.31,,False
OP00572,CA00572,2024-07-08,2024-09-29,C027,S011,R05,P003,Negotiation,0.7200,279512.49,201248.99,,False
OP00573,CA00573,2024-09-02,2024-09-20,C024,S012,R06,P004,Negotiation,0.7200,45472.57,32740.25,,False
OP00574,CA00574,2024-08-07,2024-09-22,C019,S007,R01,P007,Closed Won,1.0000,89705.44,89705.44,,False
OP00575,CA00575,2024-07-20,2024-09-28,C012,S007,R01,P004,Closed Lost,0.0000,381368.85,0.00,Competitor,False
OP00576,CA00576,2024-09-22,2024-10-13,C023,S005,R05,P007,Qualified,0.3000,152660.95,45798.28,,True
OP00577,CA00577,2024-08-20,2024-10-07,C005,S003,R03,P004,Negotiation,0.7200,222246.75,160017.66,,False
OP00578,CA00578,2024-08-28,2024-10-02,C027,S012,R06,P002,Prospecting,0.1500,125002.88,18750.43,,False
OP00579,CA00579,2024-07-11,2024-10-02,C011,S008,R02,P008,Closed Won,1.0000,79828.35,79828.35,,False
OP00580,CA00580,2024-08-15,2024-09-22,C021,S010,R04,P007,Proposal,0.5500,93482.04,51415.12,,False
OP00581,CA00581,2024-08-12,2024-09-20,C019,S007,R01,P004,Proposal,0.5500,442309.27,243270.10,,False
OP00582,CA00582,2024-09-25,2024-10-20,C021,S012,R06,P008,Negotiation,0.7200,871650.16,627588.11,,True
OP00583,CA00583,2024-09-05,2024-10-12,C007,S006,R06,P007,Closed Lost,0.0000,52306.83,0.00,Competitor,False
OP00584,CA00584,2024-09-02,2024-09-26,C004,S007,R01,P008,Prospecting,0.1500,230260.69,34539.10,,False
OP00585,CA00585,2024-07-21,2024-10-16,C006,S007,R01,P007,Qualified,0.3000,51019.83,15305.95,,False
OP00586,CA00586,2024-08-12,2024-09-26,C029,S001,R01,P004,Closed Won,1.0000,82893.76,82893.76,,False
OP00587,CA00587,2024-08-30,2024-10-09,C004,S004,R04,P008,Closed Lost,0.0000,596273.19,0.00,Timing,False
OP00588,CA00588,2024-07-28,2024-09-23,C008,S001,R01,P006,Closed Lost,0.0000,17031.94,0.00,Price,False
OP00589,CA00589,2024-09-03,2024-09-23,C011,S004,R04,P005,Negotiation,0.7200,60850.74,43812.53,,False
OP00590,CA00590,2024-07-20,2024-10-01,C003,S011,R05,P006,Prospecting,0.1500,903517.66,135527.65,,False
OP00591,CA00591,2024-08-06,2024-09-24,C012,S005,R05,P001,Qualified,0.3000,23804.73,7141.42,,False
OP00592,CA00592,2024-07-20,2024-09-23,C020,S010,R04,P006,Negotiation,0.7200,24579.06,17696.92,,False
OP00593,CA00593,2024-09-21,2024-11-08,C020,S012,R06,P008,Closed Lost,0.0000,590374.49,0.00,Timing,True
OP00594,CA00594,2024-10-18,2024-11-18,C018,S011,R05,P003,Qualified,0.3000,120303.34,36091.00,,False
OP00595,CA00595,2024-08-28,2024-10-11,C020,S004,R04,P003,Proposal,0.5500,79725.70,43849.14,,False
OP00596,CA00596,2024-09-15,2024-11-05,C012,S007,R01,P008,Negotiation,0.7200,262672.08,189123.90,,False
OP00597,CA00597,2024-09-07,2024-11-20,C014,S008,R02,P005,Qualified,0.3000,120348.92,36104.68,,False
OP00598,CA00598,2024-09-07,2024-11-21,C012,S009,R03,P001,Negotiation,0.7200,56942.50,40998.60,,False
OP00599,CA00599,2024-08-12,2024-10-28,C030,S006,R06,P002,Closed Lost,0.0000,107970.60,0.00,Budget Frozen,False
OP00600,CA00600,2024-10-01,2024-11-05,C025,S009,R03,P002,Closed Won,1.0000,357323.06,357323.06,,False
OP00601,CA00601,2024-09-01,2024-10-23,C003,S006,R06,P002,Closed Lost,0.0000,87951.33,0.00,Competitor,False
OP00602,CA00602,2024-10-22,2024-11-12,C002,S003,R03,P004,Proposal,0.5500,328738.35,180806.09,,False
OP00603,CA00603,2024-08-21,2024-11-04,C001,S011,R05,P006,Proposal,0.5500,78444.92,43144.71,,True
OP00604,CA00604,2024-10-20,2024-11-03,C017,S005,R05,P002,Closed Lost,0.0000,60656.48,0.00,Price,False
OP00605,CA00605,2024-08-23,2024-10-29,C020,S003,R03,P002,Qualified,0.3000,21006.54,6301.96,,False
OP00606,CA00606,2024-10-08,2024-10-22,C001,S004,R04,P004,Negotiation,0.7200,439569.82,316490.27,,False
OP00607,CA00607,2024-09-17,2024-11-05,C025,S003,R03,P004,Prospecting,0.1500,206236.61,30935.49,,False
OP00608,CA00608,2024-10-08,2024-10-30,C023,S005,R05,P007,Qualified,0.3000,111708.84,33512.65,,False
OP00609,CA00609,2024-10-01,2024-11-01,C011,S001,R01,P005,Closed Lost,0.0000,97248.85,0.00,Budget Frozen,False
OP00610,CA00610,2024-08-30,2024-11-09,C011,S004,R04,P006,Prospecting,0.1500,2040.33,306.05,,True
OP00611,CA00611,2024-10-29,2024-11-12,C013,S010,R04,P005,Negotiation,0.7200,5125.70,3690.50,,False
OP00612,CA00612,2024-09-28,2024-11-25,C025,S005,R05,P001,Proposal,0.5500,546064.74,300335.61,,False
OP00613,CA00613,2024-09-13,2024-11-02,C022,S011,R05,P001,Proposal,0.5500,169266.16,93096.39,,False
OP00614,CA00614,2024-09-05,2024-11-21,C027,S008,R02,P008,Prospecting,0.1500,285153.83,42773.07,,False
OP00615,CA00615,2024-09-29,2024-10-19,C009,S009,R03,P004,Proposal,0.5500,112854.76,62070.12,,True
OP00616,CA00616,2024-10-08,2024-11-14,C002,S012,R06,P007,Proposal,0.5500,54889.86,30189.42,,False
OP00617,CA00617,2024-08-13,2024-10-14,C008,S001,R01,P006,Closed Won,1.0000,190692.67,190692.67,,False
OP00618,CA00618,2024-10-09,2024-11-12,C027,S001,R01,P008,Negotiation,0.7200,121868.82,87745.55,,False
OP00619,CA00619,2024-07-20,2024-10-17,C027,S003,R03,P002,Qualified,0.3000,111277.63,33383.29,,False
OP00620,CA00620,2024-09-27,2024-11-05,C029,S003,R03,P007,Prospecting,0.1500,33232.41,4984.86,,False
OP00621,CA00621,2024-08-14,2024-11-01,C015,S012,R06,P002,Closed Won,1.0000,218244.76,218244.76,,False
OP00622,CA00622,2024-09-11,2024-11-12,C009,S011,R05,P007,Proposal,0.5500,158240.31,87032.17,,False
OP00623,CA00623,2024-08-28,2024-10-14,C024,S010,R04,P004,Closed Lost,0.0000,337846.71,0.00,Price,False
OP00624,CA00624,2024-10-13,2024-10-31,C001,S001,R01,P005,Proposal,0.5500,345064.34,189785.39,,False
OP00625,CA00625,2024-08-26,2024-11-04,C017,S008,R02,P007,Proposal,0.5500,60914.13,33502.77,,False
OP00626,CA00626,2024-09-21,2024-10-30,C030,S007,R01,P001,Proposal,0.5500,112085.98,61647.29,,False
OP00627,CA00627,2024-10-20,2024-11-08,C017,S001,R01,P008,Closed Won,1.0000,332428.86,332428.86,,False
OP00628,CA00628,2024-08-28,2024-10-19,C026,S008,R02,P008,Proposal,0.5500,565634.43,311098.94,,False
OP00629,CA00629,2024-09-04,2024-10-27,C013,S011,R05,P002,Qualified,0.3000,58810.44,17643.13,,False
OP00630,CA00630,2024-08-23,2024-10-24,C003,S011,R05,P007,Qualified,0.3000,127871.74,38361.52,,False
OP00631,CA00631,2024-07-20,2024-10-12,C024,S009,R03,P007,Proposal,0.5500,89774.92,49376.21,,False
OP00632,CA00632,2024-08-14,2024-10-24,C001,S008,R02,P005,Closed Lost,0.0000,240516.49,0.00,Competitor,False
OP00633,CA00633,2024-08-15,2024-10-17,C006,S001,R01,P008,Negotiation,0.7200,566111.73,407600.44,,False
OP00634,CA00634,2024-10-10,2024-10-31,C017,S005,R05,P005,Proposal,0.5500,471513.15,259332.23,,False
OP00635,CA00635,2024-09-20,2024-11-16,C014,S011,R05,P005,Closed Won,1.0000,592996.14,592996.14,,False
OP00636,CA00636,2024-08-03,2024-10-27,C012,S001,R01,P005,Closed Won,1.0000,600429.57,600429.57,,False
OP00637,CA00637,2024-08-21,2024-11-02,C012,S005,R05,P005,Qualified,0.3000,373264.39,111979.32,,False
OP00638,CA00638,2024-09-19,2024-11-14,C007,S011,R05,P004,Closed Won,1.0000,137668.13,137668.13,,False
OP00639,CA00639,2024-09-16,2024-10-22,C023,S004,R04,P002,Negotiation,0.7200,146101.57,105193.13,,True
OP00640,CA00640,2024-08-15,2024-11-10,C023,S011,R05,P006,Closed Won,1.0000,134954.86,134954.86,,False
OP00641,CA00641,2024-10-18,2024-10-30,C027,S006,R06,P001,Proposal,0.5500,103866.09,57126.35,,False
OP00642,CA00642,2024-10-15,2024-11-17,C026,S008,R02,P007,Prospecting,0.1500,62614.57,9392.19,,False
OP00643,CA00643,2024-08-03,2024-10-27,C030,S007,R01,P002,Proposal,0.5500,45367.31,24952.02,,False
OP00644,CA00644,2024-08-22,2024-10-31,C023,S008,R02,P008,Qualified,0.3000,326467.28,97940.19,,False
OP00645,CA00645,2024-09-26,2024-11-09,C002,S008,R02,P006,Prospecting,0.1500,2428.15,364.22,,False
OP00646,CA00646,2024-10-30,2024-11-22,C007,S005,R05,P008,Closed Lost,0.0000,128702.98,0.00,Competitor,False
OP00647,CA00647,2024-08-31,2024-11-08,C003,S003,R03,P002,Negotiation,0.7200,66374.52,47789.66,,False
OP00648,CA00648,2024-09-06,2024-10-14,C027,S006,R06,P004,Qualified,0.3000,163881.31,49164.39,,False
OP00649,CA00649,2024-08-29,2024-10-26,C014,S010,R04,P008,Negotiation,0.7200,872831.42,628438.62,,False
OP00650,CA00650,2024-09-24,2024-11-23,C005,S012,R06,P001,Closed Won,1.0000,30625.31,30625.31,,False
OP00651,CA00651,2024-09-20,2024-10-31,C015,S005,R05,P008,Closed Won,1.0000,285991.83,285991.83,,False
OP00652,CA00652,2024-08-21,2024-10-13,C030,S009,R03,P002,Closed Won,1.0000,44406.93,44406.93,,True
OP00653,CA00653,2024-11-17,2024-11-30,C004,S006,R06,P007,Closed Won,1.0000,138427.56,138427.56,,False
OP00654,CA00654,2024-09-16,2024-11-29,C008,S007,R01,P004,Proposal,0.5500,61093.53,33601.44,,False
OP00655,CA00655,2024-11-13,2024-11-27,C020,S011,R05,P005,Negotiation,0.7200,233186.51,167894.29,,False
OP00656,CA00656,2024-09-02,2024-11-17,C030,S003,R03,P004,Negotiation,0.7200,399597.81,287710.42,,False
OP00657,CA00657,2024-11-10,2024-11-26,C022,S002,R02,P008,Closed Won,1.0000,856003.51,856003.51,,False
OP00658,CA00658,2024-10-03,2024-11-20,C018,S011,R05,P003,Closed Won,1.0000,230507.94,230507.94,,False
OP00659,CA00659,2024-10-15,2024-11-20,C022,S004,R04,P007,Prospecting,0.1500,125473.54,18821.03,,False
OP00660,CA00660,2024-09-08,2024-12-04,C027,S002,R02,P003,Negotiation,0.7200,288910.30,208015.42,,False
OP00661,CA00661,2024-11-29,2024-12-15,C007,S005,R05,P002,Negotiation,0.7200,50317.22,36228.40,,False
OP00662,CA00662,2024-09-10,2024-11-22,C002,S006,R06,P007,Closed Lost,0.0000,43491.73,0.00,Price,False
OP00663,CA00663,2024-09-22,2024-12-08,C024,S005,R05,P001,Qualified,0.3000,37239.29,11171.79,,False
OP00664,CA00664,2024-11-04,2024-12-12,C028,S001,R01,P008,Closed Won,1.0000,188742.24,188742.24,,False
OP00665,CA00665,2024-11-03,2024-12-23,C017,S009,R03,P004,Proposal,0.5500,50820.76,27951.42,,False
OP00666,CA00666,2024-09-01,2024-11-25,C028,S003,R03,P002,Prospecting,0.1500,106773.69,16016.05,,False
OP00667,CA00667,2024-10-23,2024-12-11,C022,S007,R01,P003,Closed Won,1.0000,204913.51,204913.51,,False
OP00668,CA00668,2024-10-19,2024-11-28,C011,S001,R01,P003,Proposal,0.5500,256442.93,141043.61,,False
OP00669,CA00669,2024-11-22,2024-12-12,C017,S008,R02,P001,Qualified,0.3000,18354.41,5506.32,,False
OP00670,CA00670,2024-10-19,2024-11-11,C025,S008,R02,P001,Closed Lost,0.0000,62368.63,0.00,Price,False
OP00671,CA00671,2024-08-13,2024-11-08,C010,S011,R05,P006,Prospecting,0.1500,171025.03,25653.75,,False
OP00672,CA00672,2024-10-09,2024-11-14,C024,S006,R06,P002,Closed Won,1.0000,118298.84,118298.84,,False
OP00673,CA00673,2024-09-13,2024-11-29,C030,S006,R06,P002,Negotiation,0.7200,232132.29,167135.25,,False
OP00674,CA00674,2024-11-09,2024-12-08,C007,S009,R03,P008,Qualified,0.3000,340456.40,102136.92,,False
OP00675,CA00675,2024-09-17,2024-12-10,C028,S010,R04,P008,Qualified,0.3000,240080.27,72024.08,,False
OP00676,CA00676,2024-10-27,2024-11-22,C026,S008,R02,P004,Qualified,0.3000,138394.67,41518.40,,False
OP00677,CA00677,2024-10-16,2024-12-11,C025,S003,R03,P001,Proposal,0.5500,52300.29,28765.16,,False
OP00678,CA00678,2024-09-28,2024-12-08,C019,S003,R03,P007,Qualified,0.3000,142723.17,42816.95,,False
OP00679,CA00679,2024-09-06,2024-12-04,C003,S002,R02,P002,Closed Won,1.0000,821.57,821.57,,False
OP00680,CA00680,2024-12-03,2024-12-20,C005,S004,R04,P006,Proposal,0.5500,102196.44,56208.04,,False
OP00681,CA00681,2024-10-27,2024-12-09,C005,S006,R06,P007,Closed Won,1.0000,36238.63,36238.63,,False
OP00682,CA00682,2024-10-10,2024-12-11,C022,S005,R05,P007,Qualified,0.3000,157056.14,47116.84,,True
OP00683,CA00683,2024-11-26,2024-12-17,C013,S005,R05,P007,Closed Won,1.0000,31339.60,31339.60,,False
OP00684,CA00684,2024-11-07,2024-11-23,C017,S001,R01,P005,Prospecting,0.1500,330030.06,49504.51,,False
OP00685,CA00685,2024-10-07,2024-12-01,C013,S004,R04,P007,Closed Lost,0.0000,32314.14,0.00,Price,False
OP00686,CA00686,2024-09-29,2024-12-24,C023,S010,R04,P002,Proposal,0.5500,161811.85,88996.52,,False
OP00687,CA00687,2024-10-31,2024-11-23,C016,S002,R02,P002,Negotiation,0.7200,24796.49,17853.47,,False
OP00688,CA00688,2024-10-24,2024-11-15,C003,S008,R02,P008,Closed Won,1.0000,9113.40,9113.40,,False
OP00689,CA00689,2024-09-01,2024-11-27,C021,S007,R01,P002,Closed Lost,0.0000,102358.12,0.00,Budget Frozen,False
OP00690,CA00690,2024-10-17,2024-12-03,C027,S004,R04,P008,Closed Won,1.0000,291861.07,291861.07,,False
OP00691,CA00691,2024-11-17,2024-12-19,C008,S003,R03,P004,Negotiation,0.7200,111186.62,80054.37,,False
