ForecastKey,MonthStartDate,RegionKey,ProductKey,ForecastRevenue,ForecastCost,ForecastVersion
FC202503R01P007,2025-03-01,R01,P007,89120.36,27662.49,Rolling Forecast
FC202503R01P008,2025-03-01,R01,P008,131899.79,46481.57,Rolling Forecast
FC202503R02P001,2025-03-01,R02,P001,74531.10,31565.56,Rolling Forecast
FC202503R02P002,2025-03-01,R02,P002,76824.67,35578.78,Rolling Forecast
FC202503R02P003,2025-03-01,R02,P003,93039.67,36586.25,Rolling Forecast
FC202503R02P004,2025-03-01,R02,P004,104153.09,34445.77,Rolling Forecast
FC202503R02P005,2025-03-01,R02,P005,121570.73,40695.02,Rolling Forecast
FC202503R02P006,2025-03-01,R02,P006,78592.58,22994.91,Rolling Forecast
FC202503R02P007,2025-03-01,R02,P007,83842.84,26959.59,Rolling Forecast
FC202503R02P008,2025-03-01,R02,P008,113856.46,42199.35,Rolling Forecast
FC202503R03P001,2025-03-01,R03,P001,95878.57,41323.78,Rolling Forecast
FC202503R03P002,2025-03-01,R03,P002,103570.98,46760.94,Rolling Forecast
FC202503R03P003,2025-03-01,R03,P003,107105.99,41104.09,Rolling Forecast
FC202503R03P004,2025-03-01,R03,P004,137239.33,45314.58,Rolling Forecast
FC202503R03P005,2025-03-01,R03,P005,133416.77,44037.77,Rolling Forecast
FC202503R03P006,2025-03-01,R03,P006,89952.55,26271.29,Rolling Forecast
FC202503R03P007,2025-03-01,R03,P007,83667.85,25901.33,Rolling Forecast
FC202503R03P008,2025-03-01,R03,P008,129574.93,45507.85,Rolling Forecast
FC202503R04P001,2025-03-01,R04,P001,77690.44,33099.33,Rolling Forecast
FC202503R04P002,2025-03-01,R04,P002,80422.33,36823.58,Rolling Forecast
FC202503R04P003,2025-03-01,R04,P003,88806.88,35661.92,Rolling Forecast
FC202503R04P004,2025-03-01,R04,P004,111197.27,38959.76,Rolling Forecast
FC202503R04P005,2025-03-01,R04,P005,110931.66,36726.73,Rolling Forecast
FC202503R04P006,2025-03-01,R04,P006,78001.26,21820.40,Rolling Forecast
FC202503R04P007,2025-03-01,R04,P007,71827.88,23600.88,Rolling Forecast
FC202503R04P008,2025-03-01,R04,P008,118353.46,42108.04,Rolling Forecast
FC202503R05P001,2025-03-01,R05,P001,89591.05,37375.83,Rolling Forecast
FC202503R05P002,2025-03-01,R05,P002,84164.40,37620.88,Rolling Forecast
FC202503R05P003,2025-03-01,R05,P003,109073.72,44134.75,Rolling Forecast
FC202503R05P004,2025-03-01,R05,P004,110003.10,37438.61,Rolling Forecast
FC202503R05P005,2025-03-01,R05,P005,135713.07,46287.82,Rolling Forecast
FC202503R05P006,2025-03-01,R05,P006,84912.80,23475.18,Rolling Forecast
FC202503R05P007,2025-03-01,R05,P007,78773.61,25115.95,Rolling Forecast
FC202503R05P008,2025-03-01,R05,P008,114543.96,41592.17,Rolling Forecast
FC202503R06P001,2025-03-01,R06,P001,78620.09,34006.94,Rolling Forecast
FC202503R06P002,2025-03-01,R06,P002,87871.21,40248.29,Rolling Forecast
FC202503R06P003,2025-03-01,R06,P003,106701.03,43477.35,Rolling Forecast
FC202503R06P004,2025-03-01,R06,P004,92763.92,33081.25,Rolling Forecast
FC202503R06P005,2025-03-01,R06,P005,112931.35,38175.37,Rolling Forecast
FC202503R06P006,2025-03-01,R06,P006,78065.43,22443.01,Rolling Forecast
FC202503R06P007,2025-03-01,R06,P007,70702.57,21236.29,Rolling Forecast
FC202503R06P008,2025-03-01,R06,P008,123342.23,46613.55,Rolling Forecast
FC202504R01P001,2025-04-01,R01,P001,79165.10,34411.06,Rolling Forecast
FC202504R01P002,2025-04-01,R01,P002,108925.27,49240.02,Rolling Forecast
FC202504R01P003,2025-04-01,R01,P003,97617.76,38984.04,Rolling Forecast
FC202504R01P004,2025-04-01,R01,P004,115204.42,38923.22,Rolling Forecast
FC202504R01P005,2025-04-01,R01,P005,116405.23,39125.57,Rolling Forecast
FC202504R01P006,2025-04-01,R01,P006,81134.71,23846.08,Rolling Forecast
FC202504R01P007,2025-04-01,R01,P007,98753.17,31280.60,Rolling Forecast
FC202504R01P008,2025-04-01,R01,P008,156420.41,56347.86,Rolling Forecast
FC202504R02P001,2025-04-01,R02,P001,85416.41,36616.86,Rolling Forecast
FC202504R02P002,2025-04-01,R02,P002,91096.16,42357.41,Rolling Forecast
FC202504R02P003,2025-04-01,R02,P003,116935.61,47269.63,Rolling Forecast
FC202504R02P004,2025-04-01,R02,P004,133308.42,44864.55,Rolling Forecast
FC202504R02P005,2025-04-01,R02,P005,131953.26,42786.74,Rolling Forecast
FC202504R02P006,2025-04-01,R02,P006,72125.14,20152.37,Rolling Forecast
FC202504R02P007,2025-04-01,R02,P007,77833.78,24253.65,Rolling Forecast
FC202504R02P008,2025-04-01,R02,P008,132525.60,47400.56,Rolling Forecast
FC202504R03P001,2025-04-01,R03,P001,96637.38,41299.75,Rolling Forecast
FC202504R03P002,2025-04-01,R03,P002,104705.67,48556.24,Rolling Forecast
FC202504R03P003,2025-04-01,R03,P003,102985.06,40174.15,Rolling Forecast
FC202504R03P004,2025-04-01,R03,P004,129737.03,45140.08,Rolling Forecast
FC202504R03P005,2025-04-01,R03,P005,144503.67,46531.53,Rolling Forecast
FC202504R03P006,2025-04-01,R03,P006,88442.26,24759.54,Rolling Forecast
FC202504R03P007,2025-04-01,R03,P007,93784.40,28189.50,Rolling Forecast
FC202504R03P008,2025-04-01,R03,P008,140223.74,50764.23,Rolling Forecast
FC202504R04P001,2025-04-01,R04,P001,77148.51,31829.95,Rolling Forecast
FC202504R04P002,2025-04-01,R04,P002,94567.74,42901.70,Rolling Forecast
FC202504R04P003,2025-04-01,R04,P003,87311.27,33359.10,Rolling Forecast
FC202504R04P004,2025-04-01,R04,P004,105734.73,37077.65,Rolling Forecast
FC202504R04P005,2025-04-01,R04,P005,133587.26,43117.48,Rolling Forecast
FC202504R04P006,2025-04-01,R04,P006,66992.02,19851.50,Rolling Forecast
FC202504R04P007,2025-04-01,R04,P007,79297.12,24021.01,Rolling Forecast
FC202504R04P008,2025-04-01,R04,P008,126814.11,46741.51,Rolling Forecast
FC202504R05P001,2025-04-01,R05,P001,97184.24,41705.08,Rolling Forecast
FC202504R05P002,2025-04-01,R05,P002,94640.18,41766.74,Rolling Forecast
FC202504R05P003,2025-04-01,R05,P003,119071.26,47672.75,Rolling Forecast
FC202504R05P004,2025-04-01,R05,P004,123523.89,43150.52,Rolling Forecast
FC202504R05P005,2025-04-01,R05,P005,117934.72,39161.96,Rolling Forecast
FC202504R05P006,2025-04-01,R05,P006,93770.18,26282.25,Rolling Forecast
FC202504R05P007,2025-04-01,R05,P007,85239.53,27706.58,Rolling Forecast
FC202504R05P008,2025-04-01,R05,P008,143184.62,51271.25,Rolling Forecast
FC202504R06P001,2025-04-01,R06,P001,80700.22,33233.04,Rolling Forecast
FC202504R06P002,2025-04-01,R06,P002,100858.93,46225.37,Rolling Forecast
FC202504R06P003,2025-04-01,R06,P003,108805.19,43644.62,Rolling Forecast
FC202504R06P004,2025-04-01,R06,P004,113091.75,39579.03,Rolling Forecast
FC202504R06P005,2025-04-01,R06,P005,107749.14,35222.92,Rolling Forecast
FC202504R06P006,2025-04-01,R06,P006,88193.75,24220.77,Rolling Forecast
FC202504R06P007,2025-04-01,R06,P007,94446.62,29267.51,Rolling Forecast
FC202504R06P008,2025-04-01,R06,P008,129104.79,48228.15,Rolling Forecast
FC202505R01P001,2025-05-01,R01,P001,89250.07,36870.56,Rolling Forecast
FC202505R01P002,2025-05-01,R01,P002,108689.66,49956.76,Rolling Forecast
FC202505R01P003,2025-05-01,R01,P003,111946.02,43138.96,Rolling Forecast
FC202505R01P004,2025-05-01,R01,P004,129321.80,46198.24,Rolling Forecast
FC202505R01P005,2025-05-01,R01,P005,142800.28,46561.13,Rolling Forecast
FC202505R01P006,2025-05-01,R01,P006,86488.07,25709.52,Rolling Forecast
FC202505R01P007,2025-05-01,R01,P007,93974.15,29279.91,Rolling Forecast
FC202505R01P008,2025-05-01,R01,P008,173440.16,63128.01,Rolling Forecast
FC202505R02P001,2025-05-01,R02,P001,98862.21,43288.99,Rolling Forecast
FC202505R02P002,2025-05-01,R02,P002,87443.61,40320.69,Rolling Forecast
FC202505R02P003,2025-05-01,R02,P003,106204.45,41269.56,Rolling Forecast
FC202505R02P004,2025-05-01,R02,P004,130958.88,44819.82,Rolling Forecast
FC202505R02P005,2025-05-01,R02,P005,139591.42,47663.12,Rolling Forecast
FC202505R02P006,2025-05-01,R02,P006,99133.14,28354.34,Rolling Forecast
FC202505R02P007,2025-05-01,R02,P007,89471.21,28845.36,Rolling Forecast
FC202505R02P008,2025-05-01,R02,P008,155589.11,57217.38,Rolling Forecast
FC202505R03P001,2025-05-01,R03,P001,103577.73,44421.05,Rolling Forecast
FC202505R03P002,2025-05-01,R03,P002,121166.20,56570.33,Rolling Forecast
FC202505R03P003,2025-05-01,R03,P003,109715.32,44107.33,Rolling Forecast
FC202505R03P004,2025-05-01,R03,P004,147540.01,49788.79,Rolling Forecast
FC202505R03P005,2025-05-01,R03,P005,151398.71,51116.32,Rolling Forecast
FC202505R03P006,2025-05-01,R03,P006,85653.31,24270.62,Rolling Forecast
FC202505R03P007,2025-05-01,R03,P007,104854.81,32283.82,Rolling Forecast
FC202505R03P008,2025-05-01,R03,P008,148215.69,53879.54,Rolling Forecast
FC202505R04P001,2025-05-01,R04,P001,92845.71,38527.11,Rolling Forecast
FC202505R04P002,2025-05-01,R04,P002,101977.93,45146.93,Rolling Forecast
FC202505R04P003,2025-05-01,R04,P003,109796.37,43552.10,Rolling Forecast
FC202505R04P004,2025-05-01,R04,P004,119299.82,42390.81,Rolling Forecast
FC202505R04P005,2025-05-01,R04,P005,113593.13,37328.74,Rolling Forecast
FC202505R04P006,2025-05-01,R04,P006,84903.92,23467.27,Rolling Forecast
FC202505R04P007,2025-05-01,R04,P007,90982.78,28229.30,Rolling Forecast
FC202505R04P008,2025-05-01,R04,P008,120568.87,45053.31,Rolling Forecast
FC202505R05P001,2025-05-01,R05,P001,103584.35,44816.28,Rolling Forecast
FC202505R05P002,2025-05-01,R05,P002,98169.81,44443.37,Rolling Forecast
FC202505R05P003,2025-05-01,R05,P003,118443.94,46664.08,Rolling Forecast
FC202505R05P004,2025-05-01,R05,P004,141979.23,48887.78,Rolling Forecast
FC202505R05P005,2025-05-01,R05,P005,131701.31,42701.29,Rolling Forecast
FC202505R05P006,2025-05-01,R05,P006,86465.66,25884.95,Rolling Forecast
FC202505R05P007,2025-05-01,R05,P007,101003.84,30425.73,Rolling Forecast
FC202505R05P008,2025-05-01,R05,P008,148774.14,54253.46,Rolling Forecast
FC202505R06P001,2025-05-01,R06,P001,96358.91,42008.69,Rolling Forecast
FC202505R06P002,2025-05-01,R06,P002,108307.71,50038.47,Rolling Forecast
FC202505R06P003,2025-05-01,R06,P003,105823.48,42468.65,Rolling Forecast
FC202505R06P004,2025-05-01,R06,P004,121575.69,43100.09,Rolling Forecast
FC202505R06P005,2025-05-01,R06,P005,117524.48,39092.84,Rolling Forecast
FC202505R06P006,2025-05-01,R06,P006,88624.16,26164.85,Rolling Forecast
FC202505R06P007,2025-05-01,R06,P007,81171.23,26596.28,Rolling Forecast
FC202505R06P008,2025-05-01,R06,P008,142060.28,50246.03,Rolling Forecast
FC202506R01P001,2025-06-01,R01,P001,94074.74,40107.19,Rolling Forecast
FC202506R01P002,2025-06-01,R01,P002,96537.33,43457.60,Rolling Forecast
FC202506R01P003,2025-06-01,R01,P003,114449.31,43740.76,Rolling Forecast
FC202506R01P004,2025-06-01,R01,P004,134902.65,45462.54,Rolling Forecast
FC202506R01P005,2025-06-01,R01,P005,137493.32,47607.41,Rolling Forecast
FC202506R01P006,2025-06-01,R01,P006,79058.17,21357.70,Rolling Forecast
FC202506R01P007,2025-06-01,R01,P007,99077.07,32347.87,Rolling Forecast
FC202506R01P008,2025-06-01,R01,P008,137890.87,48975.52,Rolling Forecast
FC202506R02P001,2025-06-01,R02,P001,97339.51,41914.59,Rolling Forecast
FC202506R02P002,2025-06-01,R02,P002,113153.87,50214.27,Rolling Forecast
FC202506R02P003,2025-06-01,R02,P003,118124.50,47587.48,Rolling Forecast
FC202506R02P004,2025-06-01,R02,P004,138514.14,45732.48,Rolling Forecast
FC202506R02P005,2025-06-01,R02,P005,132454.29,43027.11,Rolling Forecast
FC202506R02P006,2025-06-01,R02,P006,90308.60,26994.86,Rolling Forecast
FC202506R02P007,2025-06-01,R02,P007,94814.28,31125.23,Rolling Forecast
FC202506R02P008,2025-06-01,R02,P008,131163.05,49060.61,Rolling Forecast
FC202506R03P001,2025-06-01,R03,P001,110367.88,45563.38,Rolling Forecast
FC202506R03P002,2025-06-01,R03,P002,111936.06,49915.90,Rolling Forecast
FC202506R03P003,2025-06-01,R03,P003,128951.46,52738.14,Rolling Forecast
FC202506R03P004,2025-06-01,R03,P004,149682.89,53262.21,Rolling Forecast
FC202506R03P005,2025-06-01,R03,P005,163129.08,56660.45,Rolling Forecast
FC202506R03P006,2025-06-01,R03,P006,111044.31,32969.64,Rolling Forecast
FC202506R03P007,2025-06-01,R03,P007,111207.65,34670.64,Rolling Forecast
FC202506R03P008,2025-06-01,R03,P008,150145.27,53282.06,Rolling Forecast
FC202506R04P001,2025-06-01,R04,P001,101475.38,41924.26,Rolling Forecast
FC202506R04P002,2025-06-01,R04,P002,97371.41,44471.12,Rolling Forecast
FC202506R04P003,2025-06-01,R04,P003,126469.97,48568.25,Rolling Forecast
FC202506R04P004,2025-06-01,R04,P004,111562.72,38360.19,Rolling Forecast
FC202506R04P005,2025-06-01,R04,P005,117688.36,38562.54,Rolling Forecast
FC202506R04P006,2025-06-01,R04,P006,89848.73,25636.08,Rolling Forecast
FC202506R04P007,2025-06-01,R04,P007,87369.33,28699.00,Rolling Forecast
FC202506R04P008,2025-06-01,R04,P008,129883.11,48511.69,Rolling Forecast
FC202506R05P001,2025-06-01,R05,P001,103602.34,43407.96,Rolling Forecast
FC202506R05P002,2025-06-01,R05,P002,119589.94,53704.25,Rolling Forecast
FC202506R05P003,2025-06-01,R05,P003,120587.68,46231.08,Rolling Forecast
FC202506R05P004,2025-06-01,R05,P004,133994.08,44543.67,Rolling Forecast
FC202506R05P005,2025-06-01,R05,P005,129052.39,44689.72,Rolling Forecast
FC202506R05P006,2025-06-01,R05,P006,85193.86,24007.41,Rolling Forecast
FC202506R05P007,2025-06-01,R05,P007,97420.79,29468.58,Rolling Forecast
FC202506R05P008,2025-06-01,R05,P008,164858.97,60896.04,Rolling Forecast
FC202506R06P001,2025-06-01,R06,P001,84351.15,34624.23,Rolling Forecast
FC202506R06P002,2025-06-01,R06,P002,107485.44,48213.13,Rolling Forecast
FC202506R06P003,2025-06-01,R06,P003,132721.86,51474.46,Rolling Forecast
FC202506R06P004,2025-06-01,R06,P004,122505.31,43105.13,Rolling Forecast
FC202506R06P005,2025-06-01,R06,P005,148255.13,48324.01,Rolling Forecast
FC202506R06P006,2025-06-01,R06,P006,96610.35,26954.69,Rolling Forecast
FC202506R06P007,2025-06-01,R06,P007,98789.07,29817.44,Rolling Forecast
FC202506R06P008,2025-06-01,R06,P008,147955.30,55604.47,Rolling Forecast
FC202507R01P001,2025-07-01,R01,P001,90304.53,37696.70,Rolling Forecast
FC202507R01P002,2025-07-01,R01,P002,105787.18,47913.07,Rolling Forecast
FC202507R01P003,2025-07-01,R01,P003,96830.97,38381.48,Rolling Forecast
FC202507R01P004,2025-07-01,R01,P004,136365.86,46945.10,Rolling Forecast
FC202507R01P005,2025-07-01,R01,P005,144857.63,50076.97,Rolling Forecast
FC202507R01P006,2025-07-01,R01,P006,93972.36,25571.27,Rolling Forecast
FC202507R01P007,2025-07-01,R01,P007,74763.83,23748.46,Rolling Forecast
FC202507R01P008,2025-07-01,R01,P008,133226.30,46816.88,Rolling Forecast
FC202507R02P001,2025-07-01,R02,P001,77539.10,32308.83,Rolling Forecast
FC202507R02P002,2025-07-01,R02,P002,90910.72,41649.35,Rolling Forecast
FC202507R02P003,2025-07-01,R02,P003,96608.73,37345.67,Rolling Forecast
FC202507R02P004,2025-07-01,R02,P004,146559.89,48616.36,Rolling Forecast
FC202507R02P005,2025-07-01,R02,P005,133486.23,43279.77,Rolling Forecast
FC202507R02P006,2025-07-01,R02,P006,74694.13,21189.48,Rolling Forecast
FC202507R02P007,2025-07-01,R02,P007,86237.07,27618.63,Rolling Forecast
FC202507R02P008,2025-07-01,R02,P008,109571.56,41550.13,Rolling Forecast
FC202507R03P001,2025-07-01,R03,P001,84302.27,35410.22,Rolling Forecast
FC202507R03P002,2025-07-01,R03,P002,98621.93,43396.02,Rolling Forecast
FC202507R03P003,2025-07-01,R03,P003,111258.18,42300.21,Rolling Forecast
FC202507R03P004,2025-07-01,R03,P004,155986.84,51890.97,Rolling Forecast
FC202507R03P005,2025-07-01,R03,P005,146815.27,47773.99,Rolling Forecast
FC202507R03P006,2025-07-01,R03,P006,78216.17,22618.64,Rolling Forecast
FC202507R03P007,2025-07-01,R03,P007,89588.15,27950.39,Rolling Forecast
FC202507R03P008,2025-07-01,R03,P008,127142.97,46439.05,Rolling Forecast
FC202507R04P001,2025-07-01,R04,P001,72938.58,30356.55,Rolling Forecast
FC202507R04P002,2025-07-01,R04,P002,86938.17,40316.24,Rolling Forecast
FC202507R04P003,2025-07-01,R04,P003,103491.96,41620.59,Rolling Forecast
FC202507R04P004,2025-07-01,R04,P004,107048.45,37034.76,Rolling Forecast
FC202507R04P005,2025-07-01,R04,P005,143798.74,46604.52,Rolling Forecast
FC202507R04P006,2025-07-01,R04,P006,64876.69,19069.71,Rolling Forecast
FC202507R04P007,2025-07-01,R04,P007,78913.69,25441.60,Rolling Forecast
FC202507R04P008,2025-07-01,R04,P008,142914.64,52797.22,Rolling Forecast
FC202507R05P001,2025-07-01,R05,P001,79758.31,33114.62,Rolling Forecast
FC202507R05P002,2025-07-01,R05,P002,109394.37,49771.18,Rolling Forecast
FC202507R05P003,2025-07-01,R05,P003,98931.86,39121.26,Rolling Forecast
FC202507R05P004,2025-07-01,R05,P004,134888.94,44984.39,Rolling Forecast
FC202507R05P005,2025-07-01,R05,P005,164674.85,56001.73,Rolling Forecast
FC202507R05P006,2025-07-01,R05,P006,86770.48,25334.49,Rolling Forecast
FC202507R05P007,2025-07-01,R05,P007,92717.73,30149.71,Rolling Forecast
FC202507R05P008,2025-07-01,R05,P008,142005.83,52399.41,Rolling Forecast
FC202507R06P001,2025-07-01,R06,P001,83786.76,34446.54,Rolling Forecast
FC202507R06P002,2025-07-01,R06,P002,102355.76,47461.63,Rolling Forecast
FC202507R06P003,2025-07-01,R06,P003,99647.77,40510.34,Rolling Forecast
FC202507R06P004,2025-07-01,R06,P004,152123.06,51224.84,Rolling Forecast
FC202507R06P005,2025-07-01,R06,P005,154823.27,52919.59,Rolling Forecast
FC202507R06P006,2025-07-01,R06,P006,75998.84,20885.02,Rolling Forecast
FC202507R06P007,2025-07-01,R06,P007,85555.77,26899.76,Rolling Forecast
FC202507R06P008,2025-07-01,R06,P008,113492.44,40358.63,Rolling Forecast
FC202508R01P001,2025-08-01,R01,P001,86891.22,38134.77,Rolling Forecast
FC202508R01P002,2025-08-01,R01,P002,89505.01,40779.27,Rolling Forecast
FC202508R01P003,2025-08-01,R01,P003,87596.48,35257.31,Rolling Forecast
FC202508R01P004,2025-08-01,R01,P004,121037.40,41847.53,Rolling Forecast
FC202508R01P005,2025-08-01,R01,P005,120756.78,41224.45,Rolling Forecast
FC202508R01P006,2025-08-01,R01,P006,71374.69,20210.43,Rolling Forecast
FC202508R01P007,2025-08-01,R01,P007,72168.59,21713.04,Rolling Forecast
FC202508R01P008,2025-08-01,R01,P008,123727.18,44913.09,Rolling Forecast
FC202508R02P001,2025-08-01,R02,P001,82065.77,35908.32,Rolling Forecast
FC202508R02P002,2025-08-01,R02,P002,84051.42,37479.32,Rolling Forecast
FC202508R02P003,2025-08-01,R02,P003,85387.09,32928.13,Rolling Forecast
FC202508R02P004,2025-08-01,R02,P004,107225.36,37311.96,Rolling Forecast
FC202508R02P005,2025-08-01,R02,P005,128666.15,44097.16,Rolling Forecast
FC202508R02P006,2025-08-01,R02,P006,64729.89,18551.41,Rolling Forecast
FC202508R02P007,2025-08-01,R02,P007,78324.07,23814.64,Rolling Forecast
FC202508R02P008,2025-08-01,R02,P008,116013.72,43525.91,Rolling Forecast
FC202508R03P001,2025-08-01,R03,P001,87072.65,35918.60,Rolling Forecast
FC202508R03P002,2025-08-01,R03,P002,90054.43,40480.48,Rolling Forecast
FC202508R03P003,2025-08-01,R03,P003,111270.80,42507.76,Rolling Forecast
FC202508R03P004,2025-08-01,R03,P004,129941.44,43340.06,Rolling Forecast
FC202508R03P005,2025-08-01,R03,P005,127696.81,44227.57,Rolling Forecast
FC202508R03P006,2025-08-01,R03,P006,73494.67,21430.74,Rolling Forecast
FC202508R03P007,2025-08-01,R03,P007,78895.39,24982.30,Rolling Forecast
FC202508R03P008,2025-08-01,R03,P008,123957.88,45126.01,Rolling Forecast
FC202508R04P001,2025-08-01,R04,P001,79841.60,34799.36,Rolling Forecast
FC202508R04P002,2025-08-01,R04,P002,92290.02,42947.84,Rolling Forecast
FC202508R04P003,2025-08-01,R04,P003,96749.29,38962.50,Rolling Forecast
FC202508R04P004,2025-08-01,R04,P004,123004.69,43785.79,Rolling Forecast
FC202508R04P005,2025-08-01,R04,P005,116676.77,38087.19,Rolling Forecast
FC202508R04P006,2025-08-01,R04,P006,63490.63,18718.11,Rolling Forecast
FC202508R04P007,2025-08-01,R04,P007,72908.32,23590.31,Rolling Forecast
FC202508R04P008,2025-08-01,R04,P008,100808.37,37102.54,Rolling Forecast
FC202508R05P001,2025-08-01,R05,P001,84650.81,34855.19,Rolling Forecast
FC202508R05P002,2025-08-01,R05,P002,78932.16,35439.48,Rolling Forecast
FC202508R05P003,2025-08-01,R05,P003,111186.29,45160.18,Rolling Forecast
FC202508R05P004,2025-08-01,R05,P004,139958.56,49366.53,Rolling Forecast
FC202508R05P005,2025-08-01,R05,P005,123957.17,41561.12,Rolling Forecast
FC202508R05P006,2025-08-01,R05,P006,84090.68,23945.22,Rolling Forecast
FC202508R05P007,2025-08-01,R05,P007,92492.37,28693.14,Rolling Forecast
FC202508R05P008,2025-08-01,R05,P008,122926.86,45991.49,Rolling Forecast
FC202508R06P001,2025-08-01,R06,P001,90643.09,39167.79,Rolling Forecast
FC202508R06P002,2025-08-01,R06,P002,80918.11,35606.11,Rolling Forecast
FC202508R06P003,2025-08-01,R06,P003,92102.75,37742.06,Rolling Forecast
FC202508R06P004,2025-08-01,R06,P004,131597.22,45880.92,Rolling Forecast
FC202508R06P005,2025-08-01,R06,P005,131352.58,45709.47,Rolling Forecast
FC202508R06P006,2025-08-01,R06,P006,82084.88,22999.96,Rolling Forecast
FC202508R06P007,2025-08-01,R06,P007,81122.37,24548.56,Rolling Forecast
FC202508R06P008,2025-08-01,R06,P008,109756.35,40697.18,Rolling Forecast
FC202509R01P001,2025-09-01,R01,P001,100420.59,42992.38,Rolling Forecast
FC202509R01P002,2025-09-01,R01,P002,123318.72,57764.00,Rolling Forecast
FC202509R01P003,2025-09-01,R01,P003,123648.33,49723.27,Rolling Forecast
FC202509R01P004,2025-09-01,R01,P004,165517.62,56666.46,Rolling Forecast
FC202509R01P005,2025-09-01,R01,P005,164146.46,54460.54,Rolling Forecast
FC202509R01P006,2025-09-01,R01,P006,99184.90,29225.34,Rolling Forecast
FC202509R01P007,2025-09-01,R01,P007,98555.42,30063.35,Rolling Forecast
FC202509R01P008,2025-09-01,R01,P008,148047.38,53912.67,Rolling Forecast
FC202509R02P001,2025-09-01,R02,P001,101643.50,43582.96,Rolling Forecast
FC202509R02P002,2025-09-01,R02,P002,109675.10,49940.07,Rolling Forecast
FC202509R02P003,2025-09-01,R02,P003,114828.21,43928.05,Rolling Forecast
FC202509R02P004,2025-09-01,R02,P004,154936.73,53557.42,Rolling Forecast
FC202509R02P005,2025-09-01,R02,P005,146788.00,48585.20,Rolling Forecast
FC202509R02P006,2025-09-01,R02,P006,86584.87,25114.48,Rolling Forecast
FC202509R02P007,2025-09-01,R02,P007,102152.45,32680.36,Rolling Forecast
FC202509R02P008,2025-09-01,R02,P008,167056.29,58834.20,Rolling Forecast
FC202509R03P001,2025-09-01,R03,P001,110946.00,48256.62,Rolling Forecast
FC202509R03P002,2025-09-01,R03,P002,116315.83,54131.07,Rolling Forecast
FC202509R03P003,2025-09-01,R03,P003,124414.42,50706.21,Rolling Forecast
FC202509R03P004,2025-09-01,R03,P004,178207.08,59855.08,Rolling Forecast
FC202509R03P005,2025-09-01,R03,P005,165861.02,55950.79,Rolling Forecast
FC202509R03P006,2025-09-01,R03,P006,102114.81,29549.05,Rolling Forecast
FC202509R03P007,2025-09-01,R03,P007,105978.60,32442.54,Rolling Forecast
FC202509R03P008,2025-09-01,R03,P008,191408.84,67179.77,Rolling Forecast
FC202509R04P001,2025-09-01,R04,P001,82520.20,35339.87,Rolling Forecast
FC202509R04P002,2025-09-01,R04,P002,106966.22,48961.08,Rolling Forecast
FC202509R04P003,2025-09-01,R04,P003,124830.64,49203.37,Rolling Forecast
FC202509R04P004,2025-09-01,R04,P004,150316.75,52843.91,Rolling Forecast
FC202509R04P005,2025-09-01,R04,P005,168589.14,55258.47,Rolling Forecast
FC202509R04P006,2025-09-01,R04,P006,81147.73,22107.19,Rolling Forecast
FC202509R04P007,2025-09-01,R04,P007,98538.03,31702.69,Rolling Forecast
FC202509R04P008,2025-09-01,R04,P008,152553.08,55167.03,Rolling Forecast
FC202509R05P001,2025-09-01,R05,P001,103549.61,42982.26,Rolling Forecast
FC202509R05P002,2025-09-01,R05,P002,124907.50,56940.37,Rolling Forecast
FC202509R05P003,2025-09-01,R05,P003,129928.95,51038.22,Rolling Forecast
FC202509R05P004,2025-09-01,R05,P004,139663.60,50097.12,Rolling Forecast
FC202509R05P005,2025-09-01,R05,P005,177441.67,58967.14,Rolling Forecast
FC202509R05P006,2025-09-01,R05,P006,97294.08,26668.38,Rolling Forecast
FC202509R05P007,2025-09-01,R05,P007,91995.07,28335.74,Rolling Forecast
FC202509R05P008,2025-09-01,R05,P008,142555.43,53885.02,Rolling Forecast
FC202509R06P001,2025-09-01,R06,P001,88460.70,36461.10,Rolling Forecast
FC202509R06P002,2025-09-01,R06,P002,101398.36,46635.42,Rolling Forecast
FC202509R06P003,2025-09-01,R06,P003,107209.48,43190.90,Rolling Forecast
FC202509R06P004,2025-09-01,R06,P004,153881.15,53605.31,Rolling Forecast
FC202509R06P005,2025-09-01,R06,P005,173590.84,58612.21,Rolling Forecast
FC202509R06P006,2025-09-01,R06,P006,99735.96,28953.68,Rolling Forecast
FC202509R06P007,2025-09-01,R06,P007,93550.46,29343.77,Rolling Forecast
FC202509R06P008,2025-09-01,R06,P008,165104.26,61330.77,Rolling Forecast
FC202510R01P001,2025-10-01,R01,P001,109010.69,45381.04,Rolling Forecast
FC202510R01P002,2025-10-01,R01,P002,112733.86,50252.11,Rolling Forecast
FC202510R01P003,2025-10-01,R01,P003,120166.79,49102.47,Rolling Forecast
FC202510R01P004,2025-10-01,R01,P004,161267.79,57090.73,Rolling Forecast
FC202510R01P005,2025-10-01,R01,P005,174170.45,60620.34,Rolling Forecast
FC202510R01P006,2025-10-01,R01,P006,99920.31,29096.89,Rolling Forecast
FC202510R01P007,2025-10-01,R01,P007,105849.45,33811.33,Rolling Forecast
FC202510R01P008,2025-10-01,R01,P008,180525.41,67252.23,Rolling Forecast
FC202510R02P001,2025-10-01,R02,P001,107380.15,45751.99,Rolling Forecast
FC202510R02P002,2025-10-01,R02,P002,118732.84,54059.53,Rolling Forecast
